maps/prefabs/trap_test.vpk	1988032
maps/prefabs/tnt_raid.vpk	21810459
maps/prefabs/stage_2_base.vpk	1919415
maps/prefabs/stage_1_bridge.vpk	4966885
maps/prefabs/stage_1_base.vpk	10583255
maps/prefabs/raid_home.vpk	2505303
maps/prefabs/raid_5.vpk	577718
maps/prefabs/raid_4.vpk	2250629
maps/prefabs/raid_3.vpk	1986623
maps/prefabs/npc_tka_hero_caocao_1.vpk	7075
maps/prefabs/muzhuang.vpk	2822020
maps/prefabs/home.vpk	2662897
maps/ui.vpk	365744
maps/tnt_raid.vpk	42788850
maps/tnt_pvp.vpk	4261693
maps/tatdemo1.vpk	64456240
maps/raid_5.vpk	3738349
maps/fantacy_challenge.vpk	11369957
